id_mutation;date_mutation;numero_disposition;nature_mutation;valeur_fonciere;adresse_numero;adresse_suffixe;adresse_nom_voie;adresse_code_voie;code_postal;code_commune;nom_commune;code_departement;ancien_code_commune;ancien_nom_commune;id_parcelle;ancien_id_parcelle;numero_volume;lot1_numero;lot1_surface_carrez;lot2_numero;lot2_surface_carrez;lot3_numero;lot3_surface_carrez;lot4_numero;lot4_surface_carrez;lot5_numero;lot5_surface_carrez;nombre_lots;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;code_nature_culture;nature_culture;code_nature_culture_speciale;nature_culture_speciale;surface_terrain;longitude;latitude;section_prefixe
"2020-695411";"2020-04-29";"1";"Vente";"91000.0";"6.0";"None";"BD DU GEN DE GAULLE";"3465";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0104";"None";"None";"45";"nan";"61";"nan";"None";"nan";"None";"nan";"None";"nan";"2";"2";"Appartement";"34.0";"2.0";"None";"None";"None";"None";"nan";"-0.561552";"47.469414";"000DI"
"2020-695291";"2020-04-24";"1";"Vente";"605000.0";"18.0";"None";"RUE HOCHE";"4040";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0173";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"0";"1";"Maison";"200.0";"5.0";"S";"sols";"None";"None";"144.0";"-0.558065";"47.46694";"000DI"
"2020-695292";"2020-04-17";"1";"Vente";"90000.0";"60.0";"None";"RUE FAIDHERBE";"2980";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0284";"None";"None";"312";"21.63";"325";"nan";"None";"nan";"None";"nan";"None";"nan";"2";"2";"Appartement";"21.0";"1.0";"None";"None";"None";"None";"nan";"-0.561151";"47.465278";"000DI"
"2020-695233";"2020-04-09";"1";"Vente";"42200.0";"9.0";"None";"RUE D IENA";"4090";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0512";"None";"None";"14";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"-0.558233";"47.466313";"000DI"
"2020-695233";"2020-04-09";"1";"Vente";"42200.0";"9.0";"None";"RUE D IENA";"4090";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0512";"None";"None";"13";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"-0.558233";"47.466313";"000DI"
"2020-695299";"2020-04-07";"1";"Vente";"83000.0";"7.0";"None";"BD MARC LECLERC";"5150";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0555";"None";"None";"116";"19.72";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"20.0";"1.0";"None";"None";"None";"None";"nan";"-0.565651";"47.463697";"000DI"
"2020-695299";"2020-04-07";"1";"Vente";"83000.0";"7.0";"None";"BD MARC LECLERC";"5150";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0555";"None";"None";"146";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"-0.565651";"47.463697";"000DI"
"2020-695157";"2020-03-26";"1";"Vente";"14000.0";"25.0";"None";"RUE DE QUATREBARBES";"6580";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0462";"None";"None";"21";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"-0.560543";"47.468913";"000DI"
"2020-695040";"2020-03-16";"1";"Vente";"44400.0";"9.0";"None";"RUE D IENA";"4090";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0512";"None";"None";"3";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"4";"Local industriel. commercial ou assimilé";"17.0";"0.0";"None";"None";"None";"None";"nan";"-0.558233";"47.466313";"000DI"
"2020-695040";"2020-03-16";"1";"Vente";"44400.0";"9.0";"None";"RUE D IENA";"4090";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0512";"None";"None";"3";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"4";"Local industriel. commercial ou assimilé";"14.0";"0.0";"None";"None";"None";"None";"nan";"-0.558233";"47.466313";"000DI"
"2020-695040";"2020-03-16";"1";"Vente";"44400.0";"9.0";"None";"RUE D IENA";"4090";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0512";"None";"None";"1";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"4";"Local industriel. commercial ou assimilé";"20.0";"0.0";"None";"None";"None";"None";"nan";"-0.558233";"47.466313";"000DI"
"2020-695040";"2020-03-16";"1";"Vente";"44400.0";"9.0";"None";"RUE D IENA";"4090";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0512";"None";"None";"3";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"4";"Local industriel. commercial ou assimilé";"17.0";"0.0";"None";"None";"None";"None";"nan";"-0.558233";"47.466313";"000DI"
"2020-695040";"2020-03-16";"1";"Vente";"44400.0";"9.0";"None";"RUE D IENA";"4090";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0512";"None";"None";"1";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"4";"Local industriel. commercial ou assimilé";"14.0";"0.0";"None";"None";"None";"None";"nan";"-0.558233";"47.466313";"000DI"
"2020-695082";"2020-03-12";"1";"Vente";"193000.0";"9.0";"None";"COUR ST LAUD";"7240";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0606";"None";"None";"125";"50.36";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"50.0";"2.0";"None";"None";"None";"None";"nan";"-0.560459";"47.465911";"000DI"
"2020-695082";"2020-03-12";"1";"Vente";"193000.0";"5.0";"None";"COUR ST LAUD";"7240";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0606";"None";"None";"318";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"-0.560459";"47.465911";"000DI"
"2020-694908";"2020-03-03";"1";"Vente";"40000.0";"nan";"None";"AV DE LA BLANCHERAIE";"0930";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0638";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"0";"None";"None";"nan";"nan";"S";"sols";"None";"None";"131.0";"-0.561636";"47.466584";"000DI"
"2020-695154";"2020-02-28";"1";"Vente";"65000.0";"30.0";"None";"RUE FAIDHERBE";"2980";"49100";"49007";"Angers";"49";"None";"None";"49007000DI0561";"None";"None";"21";"22.95";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"22.0";"1.0";"None";"None";"None";"None";"nan";"-0.563711";"47.466504";"000DI"
